price,area,bedrooms,bathrooms,House Age,hotwaterheating,airconditioning,furnishingstatus,Address
2100000,2400,3,1,2,no,no,unfurnished,"40588 Kristi Divide Suite 657
Valerietown, VA 96820-3267"
2100000,3000,4,1,2,no,no,unfurnished,"9702 Stephanie Street Suite 051
New Courtneyhaven, AZ 93784-4192"
2100000,3360,2,1,1,no,no,unfurnished,"889 Michael Springs Apt. 647
South Thomasburgh, MH 33971"
1960000,3420,5,1,2,no,no,unfurnished,"080 Coleman Park
Craigburgh, AS 18489"
1890000,1700,3,1,2,no,no,unfurnished,"4126 Walker Meadows
Lake Derrickton, MD 06453-1751"
1890000,3649,2,1,1,no,no,unfurnished,"5142 Bond Rapids
Spencerhaven, NE 03017"
1855000,2990,2,1,1,no,no,unfurnished,"42039 Ashley Extension
Elizabethhaven, WY 73367"
1820000,3000,2,1,1,no,no,unfurnished,"5577 Merritt Drive
North Brookeside, VA 14645-3679"
1767150,2400,3,1,1,no,no,semi-furnished,"USNV Guerrero
FPO AE 55568"
1750000,3620,2,1,1,no,no,unfurnished,"042 Miller Expressway Suite 049
South Breannaborough, VI 77689"
1750000,2910,3,1,1,no,no,furnished,"5327 Jack Fords
East Benjaminport, AS 22091-8691"
1750000,3850,3,1,2,no,no,unfurnished,"76952 Powell Road
Scottland, WA 13076-2686"
